"CountryName","Year","PartialCollaborative","DefExp","pDefExpGDP","pDefExpGov","pcapDefExp","DefPers","DefCon","DefInv","DefProc","DefRnD","DefRnT","DefOnM","DefOth","CollabProc","EurCollabProc","CollabRnT","EurCollabRnT","dYear","OBS_VALUE","EUregion","NATOregion"
"Belgium",2013,FALSE,3939113000,10040.054564946,17981.6938004879,354077573.033708,3041378000,89920000,118877000,111107000,7770000,7770000,688938000,0,71473000,71473000,2e+06,1e+06,2013-07-01,0.97727,"Rest of EU27","Other European NATO"
"Belgium",2014,FALSE,3913222322,9776.01218821839,17701.0814189915,350019885.68873,3046246240,70876000,145635640,137569000,8066640,2580640,650464442,0,66392089.92,66392089.92,2e+06,1e+06,2014-07-01,0.98687,"Rest of EU27","Other European NATO"
"Belgium",2015,FALSE,3789063246.26886,9231.81843630581,17151.0893239029,337165264.839728,2964176382.02713,35379000,136759091.822817,130206339,6552752.82281714,2580640,652748772.418914,0,84610000,84610000,2e+06,1e+06,2015-07-01,1,"Rest of EU27","Other European NATO"
"Belgium",2016,FALSE,3900988470.33439,9221.13987509323,17318.6375476559,345373038.542221,3008109489.60055,36965860.26,188229881.12384,181690000,6539881.12384,2663881.12384,667683239.35,0,108790000,108790000,2e+06,1e+06,2016-07-01,1.01921,"Rest of EU27","Other European NATO"
"Belgium",2017,FALSE,3932342318.2345,8835.7295464814,16981.9071985639,345700423.581055,NA,NA,262890503.221821,256208000,6682503.22182144,6682503.22182144,NA,NA,252548000,231820000,1e+06,1e+06,2017-07-01,1.03786,"Rest of EU27","Other European NATO"
"Belgium",2018,FALSE,4100701284.16519,8912.79126349202,17054.562289101,358860705.711489,NA,NA,423517629.763333,416391296.43,7126333.33333333,7126333.33333333,NA,NA,395986000,231481000,1e+06,1e+06,2018-07-01,1.05395,"Rest of EU27","Other European NATO"
"Belgium",2019,FALSE,4302839466.16446,8997.25945790788,17339.7063712176,374518188.368392,NA,NA,470945700.1,463961550.1,6984150,6984150,NA,NA,417934710.112418,222992929.3,NA,NA,2019-07-01,1.07237,"Rest of EU27","Other European NATO"
"Belgium",2020,FALSE,4.808e+09,10526.972630528,17776.7195223357,416493416.493416,NA,NA,549539200,5.38e+08,11539200,11539200,NA,NA,464979758.003682,202167305.249309,NA,NA,2020-07-01,1.08851,"Rest of EU27","Other European NATO"
"Belgium",2021,FALSE,5.358e+09,10564.0009290327,19275.5099214194,462334972.819053,NA,NA,920200000,9.03e+08,17200000,12200000,NA,NA,775480261.916437,200130000,553000,553000,2021-07-01,1.11922,"Rest of EU27","Other European NATO"
"Belgium",2022,NA,6516,0.0118589980420641,0.0222913497031281,557.256478234841,NA,NA,1276.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.18526,"Rest of EU27","Other European NATO"
"Bulgaria",2005,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-07-01,0.66509,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2006,FALSE,579982285,21314.3523840464,62860.9640998739,75331962.3796275,294700390,3304530,75211031,74784096,426935,222206,172988392,33777941.9999999,0,0,0,0,2006-07-01,0.71003,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2007,FALSE,736936292,22710.5240174538,60220.2020697275,96208796.6202596,324183165,14977474,173285184,172860505,424679,240085,209354915,15135554.0000001,0,0,0,0,2007-07-01,0.78849,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2008,FALSE,796809490,21419.5753985343,57705.362160565,104521537.634127,356987478,34166813,170118744,169874446,244298,40801,231152234,4384221.00000003,0,0,0,0,2008-07-01,0.85239,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2009,FALSE,659107652,17662.0841714084,44851.5650231264,86894707.4077834,384674764,42251646,92313933,92313933,0,0,102602712,37264597,0,0,0,0,2009-07-01,0.88596,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2010,FALSE,628780982,16447.0946772369,45471.8740576125,83455903.874154,404298531,14996893,96870573,96870573,0,0,112614984,0.999999883788405,0,0,0,0,2010-07-01,0.89273,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2011,FALSE,545038953.880765,13199.6131428906,39020.4598558827,74171812.354748,362749685.03937,3367849.47336128,39976222.5176398,39976222.5176398,0,0,111296994.068923,27648202.7814709,0,0,0,0,2011-07-01,0.9473,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2012,FALSE,561994605.276613,13397.6539404407,38885.6864203661,76923496.6960375,366116385.110952,4289110.9162491,22215055.2203702,22215055.2203702,0,0,168571644.339912,802409.689129831,0,0,0,0,2012-07-01,0.95784,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2013,FALSE,611309066,14550.9935612868,38745.4019276708,84143010.1636312,410221048,2234335,32063603,32063603,0,0,166790080,0,0,0,0,0,2013-07-01,0.95852,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2014,FALSE,563229133.4,13171.1916926631,31314.7415416486,77967028.1591486,410247300,3536338,5852952,5757339,95613,0,143592543,0.39999997625273,0,0,0,0,2014-07-01,0.97138,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2015,FALSE,5.71e+08,12608.6140461285,30988.2483444895,79548731.6087094,4.21e+08,7e+06,20030000,1.6e+07,4030000,0,118220000,4750000,0,0,0,0,2015-07-01,1,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2016,FALSE,606280000,12597.0836467298,36034.1084220843,85058264.6587596,397980000,3840000,55470000,51890000,3580000,0,1.48e+08,990000.000000009,0,0,0,0,2016-07-01,1.03322,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2017,FALSE,641539230.014828,12212.5231721993,34465.9702270278,90664748.9050697,NA,NA,51937911.7241027,48201690.0296554,3736221.69444729,0,NA,NA,NA,NA,NA,NA,2017-07-01,1.08292,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2018,FALSE,814439197.363227,14485.4445960763,39155.8435920117,115933745.19764,NA,NA,83046430.0030678,78565481.6187749,4480948.38429287,3925704.665,NA,NA,NA,NA,NA,NA,2018-07-01,1.12876,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2019,FALSE,1927989397.25334,31319.8582030025,86298.7994756397,276384135.528364,NA,NA,1156516786.29533,1151800621.40881,4716164.88651877,NA,NA,NA,NA,NA,NA,NA,2019-07-01,1.18787,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2020,FALSE,981807000,16008.3422793317,38078.8433546531,141592755.717463,NA,NA,88070000,82894000,5176000,5176000,NA,NA,NA,NA,NA,NA,2020-07-01,1.23845,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2021,FALSE,1078070000,15883.8438940531,36888.244089881,156483330.817376,NA,NA,223100000,218320000,4780000,3234210,NA,NA,NA,NA,NA,NA,2021-07-01,1.32678,"Other Central and Eastern","Other Central and Eastern"
"Bulgaria",2022,NA,1269,0.01500698907056,0.036248765870918,186.085115243729,NA,NA,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.52715,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2005,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-07-01,0.83176,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2006,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-07-01,0.87312,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2007,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-07-01,0.90885,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2008,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-07-01,0.97401,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2009,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-07-01,0.98716,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2010,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-07-01,1.00328,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2011,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-07-01,0.99946,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2012,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-01,1.00246,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2013,FALSE,639339260.312071,14621.8542316513,30648.1868591479,150169528.781799,435028339,7738878.74615988,68572147.8620839,68047480.9121364,524666.949947455,NA,127999894.487349,0.216478838410694,0,0,0,0,2013-07-01,1.00231,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2014,FALSE,605785871.20283,13961.0338228297,29010.468589034,142890876.5663,419507496.601219,9855417.48811235,44510656.5354211,44164854.0216288,345802.513792355,NA,131912300.578077,0,0,0,0,0,2014-07-01,0.99648,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2015,FALSE,602400000,13530.4776029492,27968.3396908997,143378047.73556,383114204.078947,15802828.9473684,63738421.0526316,63570000,168421.052631579,NA,139744545.921053,0,0,0,0,0,2015-07-01,1,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2016,FALSE,563010000,12138.4980179888,25717.3905397313,134974575.844535,377386706,9596690,56796673,56610000,186673,NA,119229931,0,0,0,0,0,2016-07-01,1.01003,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2017,FALSE,820034976.079348,16437.255978884,36750.2913492315,198562896.008172,NA,NA,46642383.2095301,46214514.4554338,427868.754096337,370501.719293882,NA,NA,NA,NA,NA,NA,2017-07-01,1.03131,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2018,FALSE,818042959.299018,15525.8480273722,34131.0865006132,199967967.522561,NA,NA,27582862.9255669,27408133.545691,174729.37987587,117010.169330678,NA,NA,NA,NA,NA,NA,2018-07-01,1.05863,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2019,FALSE,894606256.742179,16098.2576491774,34945.2975443612,219955757.568992,NA,NA,58696556.1768782,58225458.4681769,471097.708701346,NA,NA,NA,NA,NA,NA,NA,2019-07-01,1.07984,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2020,FALSE,8.82e+08,17573.6979523653,32223.1684581214,217925213.601301,NA,NA,9.2e+07,9.1e+07,1e+06,120000,NA,NA,0,0,120000,120000,2020-07-01,1.07038,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2021,FALSE,1150364882.99423,20112.5646172442,40839.4960582586,295835414.15245,NA,NA,345244075.300285,344671256.704493,572818.595792687,261905.387218794,NA,NA,NA,NA,NA,NA,2021-07-01,1.09361,"Other Central and Eastern","Other Central and Eastern"
"Croatia",2022,NA,1244,0.0185839674141186,0.0413896824367898,318.335239762221,NA,NA,381.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.1823,"Other Central and Eastern","Other Central and Eastern"
"Cyprus",2005,FALSE,297400000,19774.8696913219,50362.4180531149,402686381.23866,NA,19300000,47500000,47500000,0,0,63800000,166800000,0,0,0,0,2005-07-01,0.88149,"Rest of EU27","EU27 outside NATO"
"Cyprus",2006,FALSE,309400000,19023.7975779398,49160.3260597554,412005965.697241,NA,15300000,6800000,6800000,0,0,82600000,0,0,0,0,0,2006-07-01,0.91035,"Rest of EU27","EU27 outside NATO"
"Cyprus",2007,FALSE,294700000,16752.8373803724,44553.7601514011,384164146.41777,197900000,18600000,4100000,4100000,0,0,73900000,199999.999999989,0,0,0,0,2007-07-01,0.93687,"Rest of EU27","EU27 outside NATO"
"Cyprus",2008,FALSE,301100000,15842.223867302,41246.0103286256,382772078.359585,206600000,20100000,17500000,17500000,0,0,56700000,200000.000000045,0,0,0,0,2008-07-01,0.9768,"Rest of EU27","EU27 outside NATO"
"Cyprus",2009,FALSE,339300000,18170.1049560528,43154.7619047619,419904955.200238,229500000,16200000,39700000,39700000,0,0,53500000,400000.000000034,0,0,0,0,2009-07-01,0.97937,"Rest of EU27","EU27 outside NATO"
"Cyprus",2010,FALSE,360600000,18684.412194921,44438.9672807936,434745915.968413,2.36e+08,12400000,71800000,71800000,0,0,4e+07,400000.000000034,0,0,0,0,2010-07-01,0.99779,"Rest of EU27","EU27 outside NATO"
"Cyprus",2011,FALSE,345055819,17488.0223384748,41297.8371811904,405528181.412185,218487805,12180447,64208586,64208586,0,0,50130982,47998.9999999475,0,0,0,0,2011-07-01,1.01391,"Rest of EU27","EU27 outside NATO"
"Cyprus",2012,FALSE,323122495,16579.1245333437,39562.9516486477,374010342.15339,220708941,11899251,34735433,34735433,0,0,55730871,47999.0000000612,0,0,0,0,2012-07-01,1.03093,"Rest of EU27","EU27 outside NATO"
"Cyprus",2013,FALSE,289910000,15981.3764677801,38173.175677455,336345917.349235,216490000,12370000,10740000,10740000,0,0,50310000,0,0,0,0,0,2013-07-01,1.02127,"Rest of EU27","EU27 outside NATO"
"Cyprus",2014,FALSE,269690000,15318.1951918282,31389.9622887471,316351906.158358,212710000,9450000,830000,830000,0,0,46660000,40000.0000000205,0,0,0,0,2014-07-01,1.0076,"Rest of EU27","EU27 outside NATO"
"Cyprus",2015,FALSE,295560000,16658.7570073757,40978.856152513,348677535.80445,209750000,8610000,2.2e+07,2.2e+07,0,0,52070000,3130000,0,0,0,0,2015-07-01,1,"Rest of EU27","EU27 outside NATO"
"Cyprus",2016,FALSE,286570000,15729.0974856058,40774.3092114624,336523556.766405,217050000,4820000,16300000,16300000,0,0,27150000,21250000,0,0,0,0,2016-07-01,0.99425,"Rest of EU27","EU27 outside NATO"
"Cyprus",2017,FALSE,345775051,17079.3089839301,46752.8936693799,402288545.932614,NA,NA,34043508,34043508,0,0,NA,NA,0,0,0,0,2017-07-01,1.00456,"Rest of EU27","EU27 outside NATO"
"Cyprus",2018,FALSE,381560805,17654.553593737,41311.8962549128,438540353.07504,NA,NA,62206666,62165066,41600,41600,NA,NA,0,0,41600,0,2018-07-01,1.01465,"Rest of EU27","EU27 outside NATO"
"Cyprus",2019,FALSE,432723232,18805.9261345314,48981.6209363398,490643723.567096,NA,NA,77169654,77149654,20000,20000,NA,NA,0,0,0,0,2019-07-01,1.02808,"Rest of EU27","EU27 outside NATO"
"Cyprus",2020,FALSE,424100000,19617.9745239253,43526.4535331247,475448430.493274,NA,NA,86300000,86300000,0,0,NA,NA,2e+05,2e+05,0,0,2020-07-01,1.01564,"Rest of EU27","EU27 outside NATO"
"Cyprus",2021,FALSE,458150000,19548.4005854066,44332.0915380522,508857666.463042,NA,NA,97610000,97340000,270000,270000,NA,NA,0,0,0,0,2021-07-01,1.04481,"Rest of EU27","EU27 outside NATO"
"Cyprus",2022,NA,506.29,0.0187470238558091,0.0483170717933224,554.71677440561,NA,NA,141.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.11212,"Rest of EU27","EU27 outside NATO"
"Czech Republic",2005,FALSE,1842517000,16807.0540630279,39758.2504891245,180037208.975102,NA,181396000,232158000,213290000,18868000,13100000,494475000,934488000,0,0,0,0,2005-07-01,0.7999,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2006,FALSE,1924524734,15527.2854264846,37544.918401085,187454012.165604,910429398,160000071,298653918.58281,280080247,18573671.58281,12729835.579705,537641338,17800008.4171904,0,0,1104685.62557335,1104685.62557335,2006-07-01,0.84603,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2007,FALSE,1982907799,14337.1994163628,35510.7045486618,192092158.051826,908745725,181039485,204225304,185767653,18457651,6469270,539826320,149070965,0,0,979559,979559,2007-07-01,0.89416,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2008,FALSE,2133930169.54494,13228.6629348194,32553.2824903518,204601495.302827,1057828630.37001,114003071.782148,182450468.959853,160566768.980196,21883699.9796577,4873400.1170722,527068282.496967,252579715.935965,0,0,977884.978640551,977884.978640551,2008-07-01,1.01524,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2009,FALSE,2261852644,15212.6352731492,34417.8761234851,215589267.492034,996623655,158603313,456093572,435324727,20768845,7047348,543558199,106973905,0,0,1138636,1138636,2009-07-01,0.98285,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2010,FALSE,2015620377,12861.4395975959,29556.7655729044,191648993.510661,986192795,116695342,196222816.48,176064156,20158660.48,7294252.86,405165239,311344184.52,0,0,986603.44,986603,2010-07-01,1.01294,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2011,FALSE,1820035248,11094.9345167701,25781.3437061097,173391680.218584,920976719,89311994,303375742.5,287050886,16324856.5,6629224.5,500899893,5470899.49999986,0,0,580974.8,580974.8,2011-07-01,1.04132,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2012,FALSE,1651118298.5,10227.8288420214,22994.3824264201,157110356.503627,916354905,50390364,276613367.5,260390099,16223268.5,7004850,407759662,0,0,0,546581,546581,2012-07-01,1.03294,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2013,FALSE,1596936569,10123.6347701394,23762.9716679665,151934079.587317,923427472,60388840,164712641,149287342,15425299,6870461,444143191,4264424.99999985,0,0,536154,536154,2013-07-01,1.01355,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2014,FALSE,1492539942.35436,9527.20745939227,22451.8230220076,141811984.89226,883152642.820316,52002249.3212057,147513179.062174,131100328.062174,16412851,6585957,406835961.949295,3035909.20137026,0,0,516199,516199,2014-07-01,0.98093,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2015,FALSE,1736014848,10304.4588246607,24711.6033650767,164661360.872774,930303394,57527290,255425181,238572963,16852218,6640000,489774123,2984860.00000003,0,0,540000,540000,2015-07-01,1,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2016,FALSE,1690122985,9572.38338966847,24271.2684850316,159969540.324535,1014843757,65912221,155663862.076659,139988695,15675167.0766586,7075796.21298246,450937433,2765711.92334131,0,0,537000,537000,2016-07-01,1.02058,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2017,FALSE,1943940000,10013.3670213177,25688.4152771501,183571886.570981,NA,NA,304430000,287320000,17110000,6600000,NA,NA,NA,NA,627000,627000,2017-07-01,1.06172,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2018,FALSE,2298170000,10895.5291810752,26834.3945251609,216269245.645057,NA,NA,301970000,284830000,17140000,17140000,NA,NA,NA,NA,623000,623000,2018-07-01,1.11782,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2019,FALSE,2585690000,11463.1855073068,27916.7363948975,242348153.396843,NA,NA,392090000,376030000,16060000,16060000,NA,NA,NA,NA,547000,547000,2019-07-01,1.16025,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2020,FALSE,2808534133.98888,13047.9352316863,27561.5884741152,262475900.733155,NA,NA,468719021.015641,452087055.753796,16631965.2618453,16631965.2618453,NA,NA,NA,NA,409000,409000,2020-07-01,1.17444,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2021,FALSE,3330733229.32917,13941.3663521516,30084.8262177985,311370779.595136,NA,NA,666926677.067083,650780031.201248,16146645.8658346,16146645.8658346,NA,NA,NA,NA,520000,520000,2021-07-01,1.2521,"Other Central and Eastern","Other Central and Eastern"
"Czech Republic",2022,NA,3698.76647923045,0.0133712618627479,0.0299804077640088,345.989530721998,NA,NA,926.695159284177,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.41876,"Other Central and Eastern","Other Central and Eastern"
"Denmark",2022,NA,5205,0.0138397871145599,0.0307550824767998,881.30714527599,NA,NA,974,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.17497,"Nordics","Nordics"
"EDA 26",2017,TRUE,164431127792.536,12865.0396349049,27596.2107761626,373583987.223974,NA,NA,30601452492.5834,26268940083.7595,4332512408.82398,1516658977.63603,NA,NA,7918677851.74,5258599851.74,155031520.074111,147443835.61,2017-07-01,NA,NA,NA
"EDA 26",2018,TRUE,173516261596.359,13116.1436378596,28239.6827393313,393543831.494743,NA,NA,34303365408.99,28167777302.5723,6135588106.41773,1449492667.43701,NA,NA,8219462882.62,4496187882.62,156231600,144110820,2018-07-01,NA,NA,NA
"EDA 26",2019,TRUE,185943296333.717,13565.8814593945,29188.1558575243,420851398.778097,NA,NA,41440743300.365,34445901082.8643,6994842217.5007,1665581625.91456,NA,NA,7981194683.45242,4588132902.64,153491531.82,141151450,2019-07-01,NA,NA,NA
"EDA 26",2020,TRUE,197785223261.055,15108.9161920365,28505.4145376123,447252028.525539,NA,NA,43990968455.8695,36427423433.5067,7563545022.36279,2467844909.36279,NA,NA,9620093471.96718,4050177305.24931,143249000,143249000,2020-07-01,NA,NA,NA
"EDA 26",2021,TRUE,214308894412.313,15181.0616232231,29405.4713762149,485038286.247561,NA,NA,52247004139.2674,43058399674.8057,9188604464.46163,3561498875.25305,NA,NA,9875423898.28008,7895120000,261712947.792727,248220220.52,2021-07-01,NA,NA,NA
"EDA-27",2005,TRUE,192970949424.593,17154.453566669,37428.2056063031,423105738.321347,NA,5574015962.32123,35365443852.1799,26381634426.1799,8983809426,2201580426,40878134416.001,110317438891.091,4745951000,4221825000,272853917,207077917,2005-07-01,NA,NA,NA
