Country	CHES.party.id	ParlGov.party.id	Official.ParlGov.id	Disagreement	Verified	Abnormalities	CHES.Party.Abbrev	Parlgov.Party.Abbrev	CHES.Party.Name	Parlgov.Party.Name	CHES.Party.Name.English	Parlgov.Party.Name.English
Denmark	216	1450	1450	FALSE	NA	NA	JuniB	JuBe	Junibevaegnelsen	JuniBev?gelsen	June Movement	June Movement
Denmark	217	749	749	FALSE	NA	NA	FolkB	Fobe	Folkebev?gelsen mod EU	Folkebev?gelsen mod EU	People?s Movement Against the EU	People's Movement against the EU
Denmark	218	376	376	FALSE	TRUE	NA	LA	NLA	Liberal Alliance	Ny-Liberal Alliance	Liberal Alliance	New-Liberal Alliance
Germany	301	808	808	FALSE	TRUE	NA	CDU	CDU	Christlich Demokratische Union	Christlich Demokratische Union	Christian Democratic Union	Christian Democratic Union
Germany	301	808	1727	TRUE	TRUE	NA	CDU	CDU	Christlich Demokratische Union	Christlich Demokratische Union	Christian Democratic Union	Christian Democratic Union
Germany	302	558	558	FALSE	TRUE	NA	SPD	SPD	Sozialdemokratische Partei Deutschlands	Sozialdemokratische Partei Deutschlands	Social Democratic Party of Germany	Social Democratic Party of Germany
Germany	303	543	543	FALSE	TRUE	NA	FDP	FDP	Freie Demokratische Partei	Freie Demokratische Partei	Free Democratic Party	Free Democratic Party
Germany	304	772	772	FALSE	TRUE	NA	Gr?nen	B90/Gru	B?ndnis ?90/Die Gr?nen	B?ndnis 90 / Die Gr?nen	Alliance 90/The Greens	Alliance 90 / Greens
Germany	304	772	255	TRUE	TRUE	NA	Gr?nen	B90/Gru	B?ndnis ?90/Die Gr?nen	B?ndnis 90 / Die Gr?nen	Alliance 90/The Greens	Alliance 90 / Greens
Germany	305	524	524	FALSE	NA	NA	REP	Rep	Republikaner	Die Republikaner	Republikaner	The Republicans
Germany	306	791	791	FALSE	TRUE	NA	PDS;Linkspartei/PD	Li/PDS	Partei des Demokratischen Sozialismus;Die Linkspartei/Partei des Demokratischen Sozialismus	Die Linke / PDS	Party of Democratic Socialism;Left Party/Party of Democratic Socialism	The Left / PDS
Germany	306	1127	791	TRUE	TRUE	NA	PDS;Linkspartei/PD	NA	Partei des Demokratischen Sozialismus;Die Linkspartei/Partei des Demokratischen Sozialismus	NA	Party of Democratic Socialism;Left Party/Party of Democratic Socialism	NA
Germany	308	1180	1180	FALSE	TRUE	NA	CSU	CSU	Christlich Soziale Union in Bayern	Christlich Soziale Union	Christian Social Union in Bavaria	Christian Social Union
Germany	309	1506	1506	FALSE	NA	NA	DVU	DVU	Deutsche Volksunion	Deutsche Volksunion	German People?s Union	German People's Union
Germany	310	NA	NA	FALSE	NA	NA	AfD	NA	Alternative f?r Deutschland	NA	Alternative for Germany	NA
Germany	311	NA	NA	FALSE	NA	NA	Piraten	NA	Piratenpartei Deutschland	NA	Pirate Party of Germany	NA
Germany	312	NA	NA	FALSE	NA	NA	DieTier	NA	Mensch Umwelt Tierschutz	NA	Human Environment Animal Protection	NA
Greece	401	1338	1338	FALSE	TRUE	NA	PASOK	PASOK	Panellinio Sosialistik? K?nima	Panellinio Sosialistik? K?nima	Panhellenic Socialist Movement	Panhellenic Socialist Movement
Greece	402	47	47	FALSE	TRUE	NA	ND	ND	N?a Dimokrat?a	N?a ?imokrat?a	New Democracy	New Democracy
Greece	403	1441	1441	FALSE	TRUE	NA	SYN; SYRIZA	SYN	Synaspism?s t?s Arister?s kai t?s Pro?dou;Synaspism?s Rizospastik?s Arister?s	Synaspism?s tis Arister?s	Coalition of the Left and Progress;Coalition of the Radical Left	Coalition of the Left
Greece	403	1592	1441	TRUE	TRUE	TRUE	SYN; SYRIZA	SYRIZA	Synaspism?s t?s Arister?s kai t?s Pro?dou;Synaspism?s Rizospastik?s Arister?s	Synaspism?s Rizospastik?s Arister?s	Coalition of the Left and Progress;Coalition of the Radical Left	Coalition of the Radical Left
Greece	404	614	614	FALSE	TRUE	NA	KKE	KKE	Kommounistik? K?mma Ell?das	Kommounistik? K?mma Ell?das	Communist Party of Greece	Communist Party of Greece
Greece	408	1412	1412	FALSE	NA	NA	POLA	POLAN	Politiki Anixi	Politiki Anixi	Political Spring	Political Spring
Greece	409	720	720	FALSE	TRUE	NA	DIKKI	DIKKI	Dimokratiko Kinoniko Kinima	Dimokratiko Koinoniko Kinima	Democratic Social Movement	Democratic Social Movement
Greece	410	1179	1179	FALSE	TRUE	NA	LAOS	LAOS	La?k?s Orth?doxos Synagerm?s	La?k?s Orth?doxos Synagerm?s	Popular Orthodox Rally	Popular Orthodox Rally
Greece	411	1280	1280	FALSE	NA	NA	OP	OP	Oikologoi Prasinoi	Oikologoi Prasinoi	Ecologist Greens	Ecologist Greens
Greece	412	2091	2091	FALSE	TRUE	NA	ANEL	AE	Anexartitoi Ellines	Anexartitoi Ellines	Independent Greeks	Independent Greeks
Greece	413	NA	NA	FALSE	NA	NA	Potami	NA	To Potami	NA	The River	NA
Greece	414	2093	2093	FALSE	TRUE	NA	DIMAR	DIMAR	Dimokratiki Aristera	Dimokratiki Aristera	Democratic Left	Democratic Left
Greece	415	2092	2092	FALSE	TRUE	NA	XA	LS-CA	La?k?s S?ndesmos?Chrys? Avg?	Laikos Syndesmos ? Chrysi Avg	Popular Association?Golden Dawn	Peoples Association -- Golden Dawn
Spain	501	902	902	FALSE	TRUE	NA	PSOE	PSOE	Partido Socialista Obrero Espa?sol	Partido Socialista Obrero Espa?ol	Spanish Socialist Workers? Party	Spanish Socialist Workers Party
Spain	502	645	645	FALSE	TRUE	NA	PP	AP-P	Partido Popular	Alianza-Partido Popular	People?s Party	People's Alliance-Party
Spain	504	118	118	FALSE	TRUE	NA	IU	IU|PCE	Izquierda Unida	Izquierda Unida | Partido Communista	United Left	United Left | Communist Party
Spain	505	894	894	FALSE	TRUE	NA	CiU	CiU	Converg?ncia i Uni?	Converg?ncia i Uni?	Convergence and Unity	Convergence and Union
Spain	506	1361	1361	FALSE	TRUE	NA	PNV	PNV	Euzko Alderdi Jeltzalea/ Partido Nacionalista Vasco	Partido Nacionalista Vasco ? Euzko Alderdi Jeltzalea	Basque Nationalist Party	Basque Nationalist Party
Spain	507	845	845	FALSE	TRUE	NA	EA	EA	Eusko Alkartasuna	Eusko Alkartasuna	Basque Solidarity	Basque Solidarity
Spain	508	1317	1317	FALSE	NA	NA	EH	HB	Euskal Herritarrok	Herri Batasuna	We Basque Citizens	United People
Spain	510	1221	1221	FALSE	TRUE	NA	PAR	PAR	Partido Aragon?s	Partido Aragon?s Regionalista	Aragonese Party	Aragonese Regionalist Party
Spain	511	757	757	FALSE	TRUE	NA	ERC	ERC	Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	Republican Left of Catalonia	Republican Left of Catalonia
Spain	512	443	443	FALSE	TRUE	NA	UV	UV	Uni?n Valenciana	Union Valenciana	Valencian Union	Valencian Union
Spain	513	520	520	FALSE	TRUE	NA	BNG	BNG	Bloque Nacionalista Galego	Bloque Nacionalista Galego	Galician Nationalist Bloc	Galician Nationalist Block
Spain	514	NA	NA	FALSE	NA	NA	VERDE	NA	Los Verdes	NA	The Greens	NA
Spain	516	370	370	FALSE	TRUE	NA	PA	PA	Partido Andalucista	Partidu Andalucista	Andalusian Party	Andalusian Party
Spain	517	234	234	FALSE	TRUE	NA	CC	CC	Coalicion Canaria	Coalici?n Canaria	Coalicion Canaria	Canary Coalition
Spain	518	NA	NA	FALSE	TRUE	NA	IC	NA	Iniciativa per Catalunya	NA	Initiative for Catalonia	NA
Spain	519	1974	1790	TRUE	TRUE	NA	PSC	PSC-PSOE	Partit dels Socialistes de Catalunya	Partit dels Socialistes de Catalunya	Catalan Socialist Party	Socialists' Party of Catalonia
Spain	520	1367	1367	FALSE	TRUE	NA	CHA	CA	Chunta Aragonesista	Chunta Aragonesista	Aragonese Council	Aragonese Council
Spain	521	771	771	FALSE	NA	NA	CpE	CEP	Coalicion por Europa	Coalici?n por la Europa de los Pueblos	Coalition for Europe	For the Europe of the Peoples
Spain	522	1657	1657	FALSE	NA	NA	EdP-V	EP-V	Europa de los Pueblos-Los Verdes	Europa de los Pueblos ? Verdes	Europe of the Peoples-Greens	Europe of the People -- The Greens
Spain	523	551	551	FALSE	TRUE	NA	UPD	UPyD	Union Progreso y Democracia	Uni?n Progreso y Democracia	"Union, Progress, and Democracy"	"Union, Progress and Democracy"
Spain	524	1975	1975	FALSE	TRUE	NA	Amaiur	A	Amaiur	Amaiur	Amaiur	Amaiur
Spain	525	NA	NA	FALSE	NA	NA	Podemos	NA	Podemos	NA	We Can	NA
Spain	526	NA	NA	FALSE	NA	NA	Cs	NA	Ciudadanos?Partido de la Ciudadan?a	NA	Citizens?Party of the Citizenry	NA
France	601	686	686	FALSE	TRUE	NA	PCF	PCF	Parti Communiste Fran?gais	Parti communiste fran?aise	French Communist Party	French Communist Party
France	602	1539	1539	FALSE	TRUE	NA	PS	PS	Parti Socialiste	Parti socialiste	Socialist Party	Socialist Party
France	603	1492	401	TRUE	TRUE	NA	PRG	PRG	Parti Radical de Gauche	Parti radical de gauche	Left Radical Party	Radical Party of the Left
France	603	1492	1492	FALSE	TRUE	NA	PRG	PRG	Parti Radical de Gauche	Parti radical de gauche	Left Radical Party	Radical Party of the Left
France	605	873	873	FALSE	TRUE	NA	VERTS	V	Les Verts	Les Verts	Green Party	Greens
France	609	138	1414	TRUE	TRUE	NA	RPR; UMP	RPR	Rassemblement pour la R?publique;Union pour un Mouvement Populaire	Rassemblement pour la r?publique	Rally for the Republic;Union for Popular Movement	Rally for the Republic
France	609	138	1297	TRUE	TRUE	NA	RPR; UMP	RPR	Rassemblement pour la R?publique;Union pour un Mouvement Populaire	Rassemblement pour la r?publique	Rally for the Republic;Union for Popular Movement	Rally for the Republic
France	609	138	138	FALSE	TRUE	NA	RPR; UMP	RPR	Rassemblement pour la R?publique;Union pour un Mouvement Populaire	Rassemblement pour la r?publique	Rally for the Republic;Union for Popular Movement	Rally for the Republic
France	609	138	658	TRUE	TRUE	NA	RPR; UMP	RPR	Rassemblement pour la R?publique;Union pour un Mouvement Populaire	Rassemblement pour la r?publique	Rally for the Republic;Union for Popular Movement	Rally for the Republic
France	609	658	1414	TRUE	TRUE	NA	RPR; UMP	UMP	Rassemblement pour la R?publique;Union pour un Mouvement Populaire	Union pour un mouvement populaire	Rally for the Republic;Union for Popular Movement	Union for a Popular Movement
France	609	658	1297	TRUE	TRUE	NA	RPR; UMP	UMP	Rassemblement pour la R?publique;Union pour un Mouvement Populaire	Union pour un mouvement populaire	Rally for the Republic;Union for Popular Movement	Union for a Popular Movement
France	609	658	138	TRUE	TRUE	NA	RPR; UMP	UMP	Rassemblement pour la R?publique;Union pour un Mouvement Populaire	Union pour un mouvement populaire	Rally for the Republic;Union for Popular Movement	Union for a Popular Movement
France	609	658	658	FALSE	TRUE	NA	RPR; UMP	UMP	Rassemblement pour la R?publique;Union pour un Mouvement Populaire	Union pour un mouvement populaire	Rally for the Republic;Union for Popular Movement	Union for a Popular Movement
France	610	270	270	FALSE	TRUE	NA	FN	FN	Front National	Front national	National Front	National Front
France	612	1101	1101	FALSE	TRUE	NA	RPF/MPF; MPF	MF	Rassemblement pour la France/Mouvement Pour la France;Mouvement Pour la France	Mouvement pour la France	Rally for France/Movement for France;Movement for France	Movement for France
France	613	509	1491	TRUE	TRUE	NA	UDF	UDF	Union pour la D?mocracie Fran?gaise	Union pour la d?mocratie fran?aise	Union for French Democracy	Union for French Democracy
France	613	509	885	TRUE	TRUE	NA	UDF	UDF	Union pour la D?mocracie Fran?gaise	Union pour la d?mocratie fran?aise	Union for French Democracy	Union for French Democracy
France	613	509	213	TRUE	TRUE	NA	UDF	UDF	Union pour la D?mocracie Fran?gaise	Union pour la d?mocratie fran?aise	Union for French Democracy	Union for French Democracy
France	613	509	509	FALSE	TRUE	NA	UDF	UDF	Union pour la D?mocracie Fran?gaise	Union pour la d?mocratie fran?aise	Union for French Democracy	Union for French Democracy
France	614	442	442	FALSE	NA	NA	LO-LCR	LCR	Lutte Ouvri?re/Ligue communiste r?volutionnaire	Ligue communiste r?volutionnaire	Workers Fight/RevolutionaryCommunist League	Revolutionary Communist League
France	615	59	59	FALSE	NA	NA	DL	IR	D?mocratie Lib?rale	Independants r?publicains	Liberal Democracy	Independent Republicans
France	617	NA	NA	FALSE	NA	NA	MEI	NA	Mouvement Ecologiste Ind?pendant	NA	Independent Ecological Movement	NA
France	618	285	285	FALSE	NA	NA	D	droite	La Droite	divers droite	The Right	other right
France	619	259	259	FALSE	NA	NA	CPNT	CPNT	"Chasse, P?che, Nature, Traditions"	"Chasse, p?che, nature, traditions"	"Hunting, Fishing, Nature, Tradition Party"	"Hunting, Fishing, Nature, Tradition"
France	620	1263	1263	FALSE	NA	NA	MN	MNR	Mouvement National R?publicain	Mouvement national r?publicain	National Republican Movement	National Republican Movement
France	621	NA	NA	FALSE	NA	NA	NC	NA	Nouveau Centre	NA	New Center	NA
France	622	401	401	FALSE	TRUE	NA	PRV	PR	Parti radical	Parti radical 	Radical Party	Radical Party
France	623	2078	2078	FALSE	NA	NA	AC	AC	Alliance centriste	Alliance centriste	Centrist Alliance	Centrist Alliance
France	624	NA	NA	FALSE	NA	NA	PG	NA	Parti de Gauche	NA	Left Party	NA
France	625	NA	NA	FALSE	NA	NA	Ens	NA	Ensemble	NA	Together	NA
Ireland	701	280	280	FALSE	TRUE	NA	FF	FF	Fianna Fail	Fianna F?il	Soldiers of Destiny	Fianna Fail (Soldiers of Destiny)
Ireland	702	1393	1393	FALSE	TRUE	NA	FG	FG	Fine Gael	Fine Gael	Family of the Irish	Fine Gael (Familiy of the Irish)
Ireland	703	318	318	FALSE	TRUE	NA	Lab	Lab	Labour	Labour Party	Labour	Labour Party
Ireland	705	1573	1573	FALSE	TRUE	NA	GP	Green	Green Party	Green Party  ? Comhaontas Glas	Green Party	Green Party
Ireland	706	651	651	FALSE	TRUE	NA	PD	PD	Progressive Democrats	Progressive Democrats	Progressive Democrats	Progressive Democrats
Ireland	707	433	433	FALSE	TRUE	NA	SF	SFWP	Sinn Fein	Sinn F?in The Workers' Party	We Ourselves	Sinn Fein The Workers' Party
Ireland	708	1014	1014	FALSE	TRUE	NA	SP	SP	Socialist Party	Socialist Party	Socialist Party	Socialist Party
Ireland	709	1804	1804	FALSE	TRUE	NA	PBPA	PBPA	People Before Profit Alliance	People Before Profit Alliance	People Before Profit Alliance	People Before Profit Alliance
Italy	802	809	809	FALSE	TRUE	NA	PDS; DS	DS	Partito Democratico della Sinistra; Democratici di Sinistra	Democratici di Sinistra	Democratic Party of the Left; Democrats of the Left	Democrats of the Left
Italy	803	1321	1321	FALSE	TRUE	NA	RC	PRC	Rifondazione Comunista	Partito della Rifondazione Comunista	Communist Refoundation Party	Communist Refoundation Party
Italy	805	373	373	FALSE	TRUE	NA	AN	AN	Alleanza Nazionale	Alleanza Nazionale	National Alliance	National Alliance
Italy	806	93	93	FALSE	TRUE	NA	PRI	PRI	Partito Repubblicano Italiano	Partito Repubblicano Italiano	Italian Republican Party	Republican Party
Italy	807	1278	242	TRUE	TRUE	NA	PSDI; SDI	SDI	Partito Socialista Democratico Italiano;Socialisti Democratici Italiani	Socialisti Democratici Italiani	Italian Democratic Socialist Party;Italian Democratic Socialists	Italian Democrat Socialists
Italy	808	910	910	FALSE	TRUE	NA	Verdi	FdV	Federazione dei Verdi	Federazione dei Verdi	Federation of Greens	Federation of the Greens
Italy	811	1436	1436	FALSE	TRUE	NA	LN	LN	Lega Nord	Lega Nord	Northern League	North League
Italy	813	1296	1296	FALSE	NA	NA	RAD	R	Radicali Italiani	Radicali	Italian Radicals	Radicals
Italy	814	99	99	FALSE	FALSE	NA	CCD; UDC	CCD	Centro Cristiano Democratico; Unione dei Democratici Cristiani e die Democratici di Centro	Centro Cristiano Democratico	Christian Democratic Center;Union of Christian and Center Democrats	Christian Democratic Centre
Italy	814	627	627	FALSE	TRUE	NA	CCD; UDC	CCD+CDU	Centro Cristiano Democratico; Unione dei Democratici Cristiani e die Democratici di Centro	Centro Cristiano Democratico  / Cristiani Democratici Uniti	Christian Democratic Center;Union of Christian and Center Democrats	Christian Democratic Centre / United Christian Democrats
Italy	815	596	596	FALSE	TRUE	NA	FI	FI-PdL	Forza Italia	Forza Italia ? Il Popolo della Libert?	Forward Italy	Go Italy -- The People of Freedom
Italy	817	896	896	FALSE	NA	NA	CU/UD	AD	Unione Democratica	Alleanza Democratica	Democratic Union	Democratic Alliance
Italy	818	128	128	FALSE	FALSE	NA	CDU	CDU	Cristiani Democratici Uniti	Cristiani Democratici Uniti	United Christian Democrats	United Christian Democrats
Italy	818	226	226	FALSE	FALSE	NA	CDU	UC	Cristiani Democratici Uniti	Unione / Centro	United Christian Democrats	Union / Centre
Italy	819	961	961	FALSE	TRUE	NA	DEM; DL	ID	I Democratici; Democrazia ? Libert?-La Margherita	I Democratici	The Democrats; Democracy is Freedom?The Daisy	Democracy
Italy	819	1005	1005	FALSE	TRUE	NA	DEM; DL	DL-M	I Democratici; Democrazia ? Libert?-La Margherita	Democrazia ? Libert? ? La Margherita	The Democrats; Democracy is Freedom?The Daisy	Democracy is Freedom -- The Daisy
Italy	820	NA	NA	FALSE	NA	NA	LB	NA	Lista Bonino	NA	Bonino List	NA
Italy	821	176	176	FALSE	NA	NA	MS	MSFT	Movimento Sociale Fiamma Tricolore	Fiamma Tricolore	Tricolor Flame Social Movement	Fiamma Tricolore
Italy	822	968	968	FALSE	NA	NA	PdUP	PdUP	Partito di Unit?a Proletaria	Partito di Unit? Proletaria	Party of Proletarian Unity for Communism	Proletarian Unity Party
Italy	823	142	142	FALSE	NA	NA	PPI	PPI	Partito Popolare Italiano	Partito Popolare Italiano	Italian Popular Party	Italian People's Party
Italy	824	335	335	FALSE	NA	NA	PsDA	PSA	Partito Sardo d?Azione	Partito Sardo d'Azione	Sardinian Action Party	Sardinian Action Party
Italy	825	630	630	FALSE	TRUE	NA	RI	RiI	Rinnovamento Italiano	Rinnovamento Italiano	Italian Renewal-Dini List	Italian Renewal
Italy	826	827	827	FALSE	NA	NA	SEG	PS	Patto Segni	Patto Segni	Segni Pact	Segni Pact
Italy	827	1030	1030	FALSE	TRUE	NA	SVP	SVP	S?dtiroler Volkspartei	S?dtiroler Volkspartei	South Tyrolean People?s Party	South Tyrol Peoples Party
Italy	828	693	693	FALSE	TRUE	NA	IdV	IdV	Di Pietro-Italia dei Valori	Italia dei Valori	Italy of Values	Italy of Values
Italy	829	399	399	FALSE	TRUE	NA	UDEUR	UDEUR	Popolari-UDEUR	Unione Democratici per l'Europa	Popular-UDEUR	Union of Democrats for Europe
Italy	830	502	502	FALSE	NA	NA	PP	PP	Partito dei Pensionati	Partito Pensionati	Pensioners? Party	Pensioners' Party
Italy	832	760	760	FALSE	NA	NA	MRE	MRE	Movimento Repubblicani Europei	Movimento Repubblicani Europei	European Republican Movement	European Republicans Movement
Italy	835	1287	1287	FALSE	TRUE	NA	NPSI	NPSI	Nuovo Partito Socialista Italiano	Nuovo Partito Socialisti Italiani	New Italian Socialist Party	New PSI
Italy	836	1661	1661	FALSE	TRUE	NA	PdCI	PdCI	Partito dei Comunisti Italiani	Partito dei Comunisti Italiani	Party of Italian Communists	Party of the Italian Communists
Italy	837	382	1048	TRUE	TRUE	NA	PD	PD	Partido Democratico	Partito Democratico	Democratic Party	Democratic Party
Italy	837	382	382	FALSE	TRUE	NA	PD	PD	Partido Democratico	Partito Democratico	Democratic Party	Democratic Party
Italy	838	465	465	FALSE	NA	NA	SL	SL	Sinistra e Liberta	Sinistra (Ecologia) Libert?	Left and Freedom	Left (Ecology) Freedom
Italy	839	1475	1475	FALSE	NA	NA	PSI	PSI	Partito Socialista Italiano	Partito Socialista Italiano	Italian Socialist Party	Italian Socialist Party
Italy	840	1040	1040	FALSE	TRUE	NA	MpA	MpA	Movimento per le Autonomie	Movimento per l'Autonomia	Movement for Autonomies	Movement for Autonomy
Italy	841	1088	1088	FALSE	TRUE	NA	PCI	PCI	Partito dei Comunisti Italian	Partito Comunista Italiano	Italian Communist Party	Communist Party
Italy	842	809	NA	FALSE	TRUE	NA	SD	DS	Sinistra Democratica	Democratici di Sinistra	Democratic Left	Democrats of the Left
Italy	843	NA	NA	FALSE	NA	NA	CD	NA	Centro Democratico?Diritti e Libert?	NA	Democratic Centre	NA
Italy	844	NA	NA	FALSE	NA	NA	FDL	NA	Fratelli d?Italia	NA	Brothers of Italy	NA
Italy	845	NA	NA	FALSE	NA	NA	M5S	NA	MoVimento Cinque Stelle	NA	Five Star Movement	NA
Italy	846	NA	NA	FALSE	NA	NA	SC	NA	Scelta Civica	NA	Civic Choice	NA
Italy	847	NA	NA	FALSE	NA	NA	VdA	NA	Vall?e d?Aoste	NA	Aosta Valley	NA
Italy	848	NA	NA	FALSE	NA	NA	NCD	NA	Nuovo Centrodestra	NA	New Centre-Right	NA
Netherlands	1001	235	300	TRUE	TRUE	NA	CDA	CDA	Christen-Democratisch Appel	Christen Democratisch App?l	Christian Democratic Appeal	Christian Democratic Appeal
