country_name_short,country_name,election_date,start_date,cabinet_name,caretaker,cabinet_party,prime_minister,seats,election_seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,cabinet_id,previous_cabinet_id,party_id
AUS,Australia,9/5/1914,11/14/1916,Hughes II,0,0,0,42,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,724,1007,1006,1253
AUS,Australia,9/5/1914,11/14/1916,Hughes II,0,0,0,32,75,LPA,Liberal Party of Australia,Liberal Party of Australia,7.390253422,33,724,1007,1006,1411
AUS,Australia,9/5/1914,11/14/1916,Hughes II,0,1,1,0,75,NL,National Labor,National Labor,,33,724,1007,1006,2003
AUS,Australia,9/5/1914,11/14/1916,Hughes II,0,0,0,1,75,none,no party affiliation,no party affiliation,,33,724,1007,1006,1396
AUS,Australia,9/5/1914,2/17/1917,Hughes III,0,0,0,42,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,724,1008,1007,1253
AUS,Australia,9/5/1914,2/17/1917,Hughes III,0,0,0,32,75,LPA,Liberal Party of Australia,Liberal Party of Australia,7.390253422,33,724,1008,1007,1411
AUS,Australia,9/5/1914,2/17/1917,Hughes III,0,1,1,0,75,NAT,Nationalist Party of Australia,Nationalist Party of Australia,,33,724,1008,1007,1905
AUS,Australia,9/5/1914,2/17/1917,Hughes III,0,0,0,1,75,none,no party affiliation,no party affiliation,,33,724,1008,1007,1396
AUS,Australia,5/5/1917,5/5/1917,Hughes IV,0,0,0,22,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,750,1009,1008,1253
AUS,Australia,5/5/1917,5/5/1917,Hughes IV,0,1,1,53,75,NAT,Nationalist Party of Australia,Nationalist Party of Australia,,33,750,1009,1008,1905
AUS,Australia,5/5/1917,1/10/1918,Hughes V,0,0,0,22,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,750,1010,1009,1253
AUS,Australia,5/5/1917,1/10/1918,Hughes V,0,1,1,53,75,NAT,Nationalist Party of Australia,Nationalist Party of Australia,,33,750,1010,1009,1905
AUS,Australia,12/13/1919,12/13/1919,Hughes VI,0,0,0,26,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,723,1011,1010,1253
AUS,Australia,12/13/1919,12/13/1919,Hughes VI,0,0,0,1,75,FS-NSW,Farmers and Settlers (NSW),Farmers and Settlers (NSW),,33,723,1011,1010,1913
AUS,Australia,12/13/1919,12/13/1919,Hughes VI,0,0,0,1,75,INAT,Independet Nationalist,Independet Nationalist,,33,723,1011,1010,1903
AUS,Australia,12/13/1919,12/13/1919,Hughes VI,0,1,1,37,75,NAT,Nationalist Party of Australia,Nationalist Party of Australia,,33,723,1011,1010,1905
AUS,Australia,12/13/1919,12/13/1919,Hughes VI,0,0,0,2,75,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,723,1011,1010,184
AUS,Australia,12/13/1919,12/13/1919,Hughes VI,0,0,0,3,75,NF-NSW,Nationalist and Farmers (NSW),Nationalist and Farmers (NSW),,33,723,1011,1010,1918
AUS,Australia,12/13/1919,12/13/1919,Hughes VI,0,0,0,5,75,VFU-V,Victorian Farmers' Union,Victorian Farmers' Union,,33,723,1011,1010,1929
AUS,Australia,12/16/1922,2/9/1923,Bruce I,0,0,0,30,76,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,726,1012,1011,1253
AUS,Australia,12/16/1922,2/9/1923,Bruce I,0,0,0,5,76,LPA,Liberal Party of Australia,Liberal Party of Australia,7.390253422,33,726,1012,1011,1411
AUS,Australia,12/16/1922,2/9/1923,Bruce I,0,1,1,26,76,NAT,Nationalist Party of Australia,Nationalist Party of Australia,,33,726,1012,1011,1905
AUS,Australia,12/16/1922,2/9/1923,Bruce I,0,1,0,14,76,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,726,1012,1011,184
AUS,Australia,12/16/1922,2/9/1923,Bruce I,0,0,0,1,76,etc,others,others,,33,726,1012,1011,1084
AUS,Australia,11/14/1925,11/14/1925,Bruce II,0,0,0,24,76,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,727,1013,1012,1253
AUS,Australia,11/14/1925,11/14/1925,Bruce II,0,1,1,37,76,NAT,Nationalist Party of Australia,Nationalist Party of Australia,,33,727,1013,1012,1905
AUS,Australia,11/14/1925,11/14/1925,Bruce II,0,1,0,14,76,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,727,1013,1012,184
AUS,Australia,11/14/1925,11/14/1925,Bruce II,0,0,0,1,76,none,no party affiliation,no party affiliation,,33,727,1013,1012,1396
AUS,Australia,11/17/1928,11/17/1928,Bruce III,0,0,0,32,76,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,728,1014,1013,1253
AUS,Australia,11/17/1928,11/17/1928,Bruce III,0,0,0,1,76,CPP-V,Country Progressive Party (Vic),Country Progressive Party (Vic),,33,728,1014,1013,1914
AUS,Australia,11/17/1928,11/17/1928,Bruce III,0,1,1,29,76,NAT,Nationalist Party of Australia,Nationalist Party of Australia,,33,728,1014,1013,1905
AUS,Australia,11/17/1928,11/17/1928,Bruce III,0,1,0,13,76,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,728,1014,1013,184
AUS,Australia,11/17/1928,11/17/1928,Bruce III,0,0,0,1,76,none,no party affiliation,no party affiliation,,33,728,1014,1013,1396
AUS,Australia,10/12/1929,10/22/1929,Scullin,0,1,1,47,76,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,729,1015,1014,1253
AUS,Australia,10/12/1929,10/22/1929,Scullin,0,0,0,1,76,CPP-V,Country Progressive Party (Vic),Country Progressive Party (Vic),,33,729,1015,1014,1914
AUS,Australia,10/12/1929,10/22/1929,Scullin,0,0,0,3,76,INAT,Independet Nationalist,Independet Nationalist,,33,729,1015,1014,1903
AUS,Australia,10/12/1929,10/22/1929,Scullin,0,0,0,14,76,NAT,Nationalist Party of Australia,Nationalist Party of Australia,,33,729,1015,1014,1905
AUS,Australia,10/12/1929,10/22/1929,Scullin,0,0,0,10,76,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,729,1015,1014,184
AUS,Australia,10/12/1929,10/22/1929,Scullin,0,0,0,1,76,none,no party affiliation,no party affiliation,,33,729,1015,1014,1396
AUS,Australia,12/19/1931,1/6/1932,Lyons I,0,0,0,15,76,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,744,1016,1015,1253
AUS,Australia,12/19/1931,1/6/1932,Lyons I,0,0,0,6,76,EC-SA,Emergency Committee (SA),Emergency Committee (SA),,33,744,1016,1015,1904
AUS,Australia,12/19/1931,1/6/1932,Lyons I,0,0,0,4,76,LLP,Lang Labour Party,Lang Labour Party,,33,744,1016,1015,303
AUS,Australia,12/19/1931,1/6/1932,Lyons I,0,0,0,16,76,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,744,1016,1015,184
AUS,Australia,12/19/1931,1/6/1932,Lyons I,0,1,1,34,76,UAP,United Australia Party,United Australia Party,,33,744,1016,1015,1912
AUS,Australia,12/19/1931,1/6/1932,Lyons I,0,0,0,1,76,none,no party affiliation,no party affiliation,,33,744,1016,1015,1396
AUS,Australia,9/15/1934,11/9/1934,Lyons II,0,0,0,2,75,ACP-V,Australian Country Party (Vic),Australian Country Party (Vic),,33,746,1017,1016,1935
AUS,Australia,9/15/1934,11/9/1934,Lyons II,0,0,0,18,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,746,1017,1016,1253
AUS,Australia,9/15/1934,11/9/1934,Lyons II,0,0,0,5,75,LCL,Liberal and Country League,Liberal and Country League,,33,746,1017,1016,1919
AUS,Australia,9/15/1934,11/9/1934,Lyons II,0,0,0,9,75,LLP,Lang Labour Party,Lang Labour Party,,33,746,1017,1016,303
AUS,Australia,9/15/1934,11/9/1934,Lyons II,0,0,0,1,75,NAT-WA,Nationalist,Nationalist,,33,746,1017,1016,1925
AUS,Australia,9/15/1934,11/9/1934,Lyons II,0,1,0,12,75,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,746,1017,1016,184
AUS,Australia,9/15/1934,11/9/1934,Lyons II,0,1,1,27,75,UAP,United Australia Party,United Australia Party,,33,746,1017,1016,1912
AUS,Australia,9/15/1934,11/9/1934,Lyons II,0,0,0,1,75,none,no party affiliation,no party affiliation,,33,746,1017,1016,1396
AUS,Australia,10/23/1937,10/23/1937,Lyons III,0,0,0,29,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,745,1018,1017,1253
AUS,Australia,10/23/1937,10/23/1937,Lyons III,0,0,0,1,75,FC-V,Federal Country,Federal Country,,33,745,1018,1017,1924
AUS,Australia,10/23/1937,10/23/1937,Lyons III,0,0,0,1,75,IUAP-NSW,Independent UAP (NSW),Independent UAP (NSW),,33,745,1018,1017,1941
AUS,Australia,10/23/1937,10/23/1937,Lyons III,0,1,0,12,75,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,745,1018,1017,184
AUS,Australia,10/23/1937,10/23/1937,Lyons III,0,0,0,3,75,SC-V,State Country,State Country,,33,745,1018,1017,1920
AUS,Australia,10/23/1937,10/23/1937,Lyons III,0,1,1,28,75,UAP,United Australia Party,United Australia Party,,33,745,1018,1017,1912
AUS,Australia,10/23/1937,10/23/1937,Lyons III,0,0,0,1,75,none,no party affiliation,no party affiliation,,33,745,1018,1017,1396
AUS,Australia,10/23/1937,4/7/1939,Page,1,0,0,29,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,745,1019,1018,1253
AUS,Australia,10/23/1937,4/7/1939,Page,1,0,0,1,75,FC-V,Federal Country,Federal Country,,33,745,1019,1018,1924
AUS,Australia,10/23/1937,4/7/1939,Page,1,0,0,1,75,IUAP-NSW,Independent UAP (NSW),Independent UAP (NSW),,33,745,1019,1018,1941
AUS,Australia,10/23/1937,4/7/1939,Page,1,1,1,12,75,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,745,1019,1018,184
AUS,Australia,10/23/1937,4/7/1939,Page,1,0,0,3,75,SC-V,State Country,State Country,,33,745,1019,1018,1920
AUS,Australia,10/23/1937,4/7/1939,Page,1,1,0,28,75,UAP,United Australia Party,United Australia Party,,33,745,1019,1018,1912
AUS,Australia,10/23/1937,4/7/1939,Page,1,0,0,1,75,none,no party affiliation,no party affiliation,,33,745,1019,1018,1396
AUS,Australia,10/23/1937,4/26/1939,Menzies I,0,0,0,29,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,745,1020,1019,1253
AUS,Australia,10/23/1937,4/26/1939,Menzies I,0,0,0,1,75,FC-V,Federal Country,Federal Country,,33,745,1020,1019,1924
AUS,Australia,10/23/1937,4/26/1939,Menzies I,0,0,0,1,75,IUAP-NSW,Independent UAP (NSW),Independent UAP (NSW),,33,745,1020,1019,1941
AUS,Australia,10/23/1937,4/26/1939,Menzies I,0,0,0,12,75,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,745,1020,1019,184
AUS,Australia,10/23/1937,4/26/1939,Menzies I,0,0,0,3,75,SC-V,State Country,State Country,,33,745,1020,1019,1920
AUS,Australia,10/23/1937,4/26/1939,Menzies I,0,1,1,28,75,UAP,United Australia Party,United Australia Party,,33,745,1020,1019,1912
AUS,Australia,10/23/1937,4/26/1939,Menzies I,0,0,0,1,75,none,no party affiliation,no party affiliation,,33,745,1020,1019,1396
AUS,Australia,10/23/1937,3/14/1940,Menzies II,0,0,0,29,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,745,1021,1020,1253
AUS,Australia,10/23/1937,3/14/1940,Menzies II,0,0,0,1,75,FC-V,Federal Country,Federal Country,,33,745,1021,1020,1924
AUS,Australia,10/23/1937,3/14/1940,Menzies II,0,0,0,1,75,IUAP-NSW,Independent UAP (NSW),Independent UAP (NSW),,33,745,1021,1020,1941
AUS,Australia,10/23/1937,3/14/1940,Menzies II,0,1,0,12,75,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,745,1021,1020,184
AUS,Australia,10/23/1937,3/14/1940,Menzies II,0,0,0,3,75,SC-V,State Country,State Country,,33,745,1021,1020,1920
AUS,Australia,10/23/1937,3/14/1940,Menzies II,0,1,1,28,75,UAP,United Australia Party,United Australia Party,,33,745,1021,1020,1912
AUS,Australia,10/23/1937,3/14/1940,Menzies II,0,0,0,1,75,none,no party affiliation,no party affiliation,,33,745,1021,1020,1396
AUS,Australia,9/21/1940,10/28/1940,Menzies III,0,0,0,32,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,738,1022,1021,1253
AUS,Australia,9/21/1940,10/28/1940,Menzies III,0,0,0,2,75,LCP-V,Liberal Country Party (Vic),Liberal Country Party (Vic),,33,738,1022,1021,1939
AUS,Australia,9/21/1940,10/28/1940,Menzies III,0,0,0,4,75,NCL-NSW,Australian Labor Party (Non-Communist),Australian Labor Party (Non-Communist),,33,738,1022,1021,1940
AUS,Australia,9/21/1940,10/28/1940,Menzies III,0,1,0,10,75,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,738,1022,1021,184
AUS,Australia,9/21/1940,10/28/1940,Menzies III,0,1,1,23,75,UAP,United Australia Party,United Australia Party,,33,738,1022,1021,1912
AUS,Australia,9/21/1940,10/28/1940,Menzies III,0,0,0,1,75,UCP-V,United Country Party (Vic),United Country Party (Vic),,33,738,1022,1021,1932
AUS,Australia,9/21/1940,10/28/1940,Menzies III,0,0,0,3,75,none,no party affiliation,no party affiliation,,33,738,1022,1021,1396
AUS,Australia,9/21/1940,8/29/1941,Fadden,0,0,0,32,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,738,1023,1022,1253
AUS,Australia,9/21/1940,8/29/1941,Fadden,0,0,0,2,75,LCP-V,Liberal Country Party (Vic),Liberal Country Party (Vic),,33,738,1023,1022,1939
AUS,Australia,9/21/1940,8/29/1941,Fadden,0,0,0,4,75,NCL-NSW,Australian Labor Party (Non-Communist),Australian Labor Party (Non-Communist),,33,738,1023,1022,1940
AUS,Australia,9/21/1940,8/29/1941,Fadden,0,1,1,10,75,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,738,1023,1022,184
AUS,Australia,9/21/1940,8/29/1941,Fadden,0,1,0,23,75,UAP,United Australia Party,United Australia Party,,33,738,1023,1022,1912
AUS,Australia,9/21/1940,8/29/1941,Fadden,0,0,0,1,75,UCP-V,United Country Party (Vic),United Country Party (Vic),,33,738,1023,1022,1932
AUS,Australia,9/21/1940,8/29/1941,Fadden,0,0,0,3,75,none,no party affiliation,no party affiliation,,33,738,1023,1022,1396
AUS,Australia,9/21/1940,10/7/1941,Curtin I,0,1,1,32,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,738,995,1023,1253
AUS,Australia,9/21/1940,10/7/1941,Curtin I,0,0,0,2,75,LCP-V,Liberal Country Party (Vic),Liberal Country Party (Vic),,33,738,995,1023,1939
AUS,Australia,9/21/1940,10/7/1941,Curtin I,0,0,0,4,75,NCL-NSW,Australian Labor Party (Non-Communist),Australian Labor Party (Non-Communist),,33,738,995,1023,1940
AUS,Australia,9/21/1940,10/7/1941,Curtin I,0,0,0,10,75,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,738,995,1023,184
AUS,Australia,9/21/1940,10/7/1941,Curtin I,0,0,0,23,75,UAP,United Australia Party,United Australia Party,,33,738,995,1023,1912
AUS,Australia,9/21/1940,10/7/1941,Curtin I,0,0,0,1,75,UCP-V,United Country Party (Vic),United Country Party (Vic),,33,738,995,1023,1932
AUS,Australia,9/21/1940,10/7/1941,Curtin I,0,0,0,3,75,none,no party affiliation,no party affiliation,,33,738,995,1023,1396
AUS,Australia,8/21/1943,9/21/1943,Curtin II,0,1,1,49,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,737,994,995,1253
AUS,Australia,8/21/1943,9/21/1943,Curtin II,0,0,0,1,75,CN-QLD,Country-National Party (Qld),Country-National Party (Qld),,33,737,994,995,1933
AUS,Australia,8/21/1943,9/21/1943,Curtin II,0,0,0,1,75,LCL,Liberal and Country League,Liberal and Country League,,33,737,994,995,1919
AUS,Australia,8/21/1943,9/21/1943,Curtin II,0,0,0,8,75,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,737,994,995,184
AUS,Australia,8/21/1943,9/21/1943,Curtin II,0,0,0,1,75,QC,Queensland Country Party,Queensland Country Party,,33,737,994,995,1928
AUS,Australia,8/21/1943,9/21/1943,Curtin II,0,0,0,12,75,UAP,United Australia Party,United Australia Party,,33,737,994,995,1912
AUS,Australia,8/21/1943,9/21/1943,Curtin II,0,0,0,3,75,none,no party affiliation,no party affiliation,,33,737,994,995,1396
AUS,Australia,8/21/1943,7/6/1945,Forde,1,1,1,49,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,737,632,994,1253
AUS,Australia,8/21/1943,7/6/1945,Forde,1,0,0,1,75,CN-QLD,Country-National Party (Qld),Country-National Party (Qld),,33,737,632,994,1933
AUS,Australia,8/21/1943,7/6/1945,Forde,1,0,0,1,75,LCL,Liberal and Country League,Liberal and Country League,,33,737,632,994,1919
AUS,Australia,8/21/1943,7/6/1945,Forde,1,0,0,8,75,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,737,632,994,184
AUS,Australia,8/21/1943,7/6/1945,Forde,1,0,0,1,75,QC,Queensland Country Party,Queensland Country Party,,33,737,632,994,1928
AUS,Australia,8/21/1943,7/6/1945,Forde,1,0,0,12,75,UAP,United Australia Party,United Australia Party,,33,737,632,994,1912
AUS,Australia,8/21/1943,7/6/1945,Forde,1,0,0,3,75,none,no party affiliation,no party affiliation,,33,737,632,994,1396
AUS,Australia,8/21/1943,7/13/1945,Chifley I,0,1,1,49,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,737,574,632,1253
AUS,Australia,8/21/1943,7/13/1945,Chifley I,0,0,0,1,75,CN-QLD,Country-National Party (Qld),Country-National Party (Qld),,33,737,574,632,1933
AUS,Australia,8/21/1943,7/13/1945,Chifley I,0,0,0,1,75,LCL,Liberal and Country League,Liberal and Country League,,33,737,574,632,1919
AUS,Australia,8/21/1943,7/13/1945,Chifley I,0,0,0,8,75,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,737,574,632,184
AUS,Australia,8/21/1943,7/13/1945,Chifley I,0,0,0,1,75,QC,Queensland Country Party,Queensland Country Party,,33,737,574,632,1928
AUS,Australia,8/21/1943,7/13/1945,Chifley I,0,0,0,12,75,UAP,United Australia Party,United Australia Party,,33,737,574,632,1912
AUS,Australia,8/21/1943,7/13/1945,Chifley I,0,0,0,3,75,none,no party affiliation,no party affiliation,,33,737,574,632,1396
AUS,Australia,9/28/1946,11/1/1946,Chifley II,0,1,1,43,75,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,739,490,574,1253
AUS,Australia,9/28/1946,11/1/1946,Chifley II,0,0,0,2,75,LCL,Liberal and Country League,Liberal and Country League,,33,739,490,574,1919
AUS,Australia,9/28/1946,11/1/1946,Chifley II,0,0,0,1,75,LLP,Lang Labour Party,Lang Labour Party,,33,739,490,574,303
AUS,Australia,9/28/1946,11/1/1946,Chifley II,0,0,0,15,75,LPA,Liberal Party of Australia,Liberal Party of Australia,7.390253422,33,739,490,574,1411
AUS,Australia,9/28/1946,11/1/1946,Chifley II,0,0,0,12,75,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,739,490,574,184
AUS,Australia,9/28/1946,11/1/1946,Chifley II,0,0,0,2,75,none,no party affiliation,no party affiliation,,33,739,490,574,1396
AUS,Australia,12/10/1949,12/19/1949,Menzies IV,0,0,0,48,123,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,734,450,490,1253
AUS,Australia,12/10/1949,12/19/1949,Menzies IV,0,1,1,55,123,LPA,Liberal Party of Australia,Liberal Party of Australia,7.390253422,33,734,450,490,1411
AUS,Australia,12/10/1949,12/19/1949,Menzies IV,0,1,0,19,123,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,734,450,490,184
AUS,Australia,12/10/1949,12/19/1949,Menzies IV,0,0,0,1,123,none,no party affiliation,no party affiliation,,33,734,450,490,1396
AUS,Australia,4/28/1951,5/11/1951,Menzies V,0,0,0,54,123,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,763,566,450,1253
AUS,Australia,4/28/1951,5/11/1951,Menzies V,0,1,1,52,123,LPA,Liberal Party of Australia,Liberal Party of Australia,7.390253422,33,763,566,450,1411
AUS,Australia,4/28/1951,5/11/1951,Menzies V,0,1,0,17,123,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,763,566,450,184
AUS,Australia,5/29/1954,7/9/1954,Menzies VI,0,0,0,59,123,ALP,Australian Labor Party,Australian Labor Party,3.883333367,33,743,178,566,1253
AUS,Australia,5/29/1954,7/9/1954,Menzies VI,0,1,1,47,123,LPA,Liberal Party of Australia,Liberal Party of Australia,7.390253422,33,743,178,566,1411
AUS,Australia,5/29/1954,7/9/1954,Menzies VI,0,1,0,17,123,NCP-NPA,National (Country) Party -- National Party of Australia,National (Country) Party -- National Party of Australia,7.822222233,33,743,178,566,184
