country	eastwest	eumember	year	expert	party_id	cmp_id	party	vote	seat	electionyear	epvote	family	govt	position	pro_anti	eu_salience	eu_dissent	eu_benefit	eu_ep	eu_fiscal	eu_intmark	eu_employ	eu_agri	eu_cohesion	eu_environ	eu_asylum	eu_foreign	eu_turkey	lrgen	lrecon	galtan	spendvtax	spendvtax_salience	deregulation	dereg_salience	redistribution	redist_salience	civlib_laworder	civlib_salience	sociallifestyle	social_salience	religious_principle	relig_salience	immigrate_policy	immigra_salience	multiculturalism	multicult_salience	urban_rural	urban_salience	environment	enviro_salience	cosmo	cosmo_salience	regions	region_salience	international_security	international_salience	us	us_salience	ethnic_minorities	ethnic_salience
"be"	"west"	"EU member state"	2006	10	105	21112	"Groen"	2.5	0	2003	4.9	"green"	"not in government"	5.1	"pro European integration"	2.5	2.89		6.43		"neutral toward expanding EU powers on the internal market"			5.43			4.88	5.67	1.89	1.63	.63	1.13	5.38	1.44	6.5	1	7.75	3.63	4.75	.63	8.25	1.88	3.13	1.13	8.25	.75		3	3.6			.63	5.5	5.25	2.38			.86	5.14	1	7.57
"be"	"west"	"EU member state"	2006	7	106	21425	"MR"	11.4	16	2003	10.3	"liberal"	"in government"	6.43	"pro European integration"	2	.86		6.33		6.5			6.33			6.33	4.2	6.67	7.5	4	8.5	8.67	7.5	7.67	6.67	6	7	5.83	4.83	5.5	3.83	4.5	5.33	5.83	6.6		6	3.8			5.5	4.5	7.17	7.83			5.5	2.83	5.67	5.5
"be"	"west"	"EU member state"	2006	10	107	21421	"VLD"	15.4	16.7	2003	13.6	"liberal"	"in government"	6.8	"pro European integration"	2.6	2		6.17		6.56			5.71			6.75	5	6.78	7.88	3	8.13	7.63	8.22	7.75	5.75	5.13	5.13	6.75	1	7.5	1.14	3.5	6.13	6.25	5.5		3.2	2			2.38	4.25	4.75	4			5.14	3	5	4
"be"	"west"	"EU member state"	2006	7	108	21522	"CDH"	5.5	5.3	2003	5.7	"christdem"	"not in government"	6.57	"pro European integration"	2	.86		6.33		5.83			6.5			6.33	4.2	5.5	5.83	6.67	4.67	5.67	4.67	5.67	4	6.33	6	5.83	6.5	5.33	5.83	6.83	4.83	6.83	5		6.8	4			4.83	4.17	7	7.67			5	3	3.67	6.17
"be"	"west"	"EU member state"	2006	10	109	21521	"CD&V"	13.3	14	2003	13.05	"christdem"	"not in government"	6.3	"pro European integration"	2.2	1.89		6.33		5.67			6.14			6.13	3.56	5.56	5.563	7.25	5.5	5.88	5.33	6.38	3.63	6	6.38	6.88	6.44	6.88	6.5	5.88	5.88	5.63	7.13		6.8	4.2			6.38	6.38	3.63	7			6.29	3.57	5.33	5.14
"be"	"west"	"EU member state"	2006	10	110	21915	"NVA"	3.1	.7	2003	4.35	"regionalist"	"not in government"	4.9	"pro European integration"	2	2.5		5.83		4.88			5.57			5	2.89	7.89	7.13	8.57	6.75	5.25	6.11	3.63	5.38	3.88	6.63	6.5	7	4.75	5.25	3.88	7.38	6.25	8.5		5.4	1.4			9.5	9.5	3.25	8.75			6.43	3.57	7.71	7.29
"be"	"west"	"EU member state"	2006	10	112	21914	"VB"	11.6	12	2003	14.3	"rad right"	"not in government"	2.5	"anti European integration"	2.1	1.67		4.33		4.33			4.29			3.88	"strongly opposes"	9.67	7.13	9.5	6.75	3.5	5.67	3.13	6.14	2.63	9.88	9.63	9.67	7.63	6.88	6	9.88	9.88	10		4.4	1.6			9.88	9.75	3.25	8.75			6	4.29	10	10
"be"	"west"	"EU member state"	2010	16	102	21322	"PS"	13.7	17.3	2010	10.88	"socialist"	"in government"	6.1999998		2.357143	3.461539	1.13333	6.5454545		5.0833335			6.625			6.3333335	5.75	2.5	2.5714285	2.8571429	1.69231	7.61538	2.375	4.5	1.81818	7.58333	2.63636	4.72727	1.81818	5.09091	1.45455	2.54545	2	6.08333	3.25	5.54545	4	2.14286	4.91667	4.83333			5.58333	5.08333	6.09091	3.22222			2.44444	5.33333
"be"	"west"	"EU member state"	2010	16	103	21321	"SPA"	9.24	8.7	2010	8.21	"socialist"	"not in government"	6.0666666		2.333333	4	1.13333	6.6923075		5.2142859			6.4000001			6.4285712	5.6153846	3.4285712	3.1999998	2.9333334	2.61538	7.23077	2.88889	4.875	2.45455	7.41667	3.6	4.81818	1.81818	5	1.63636	2.36364	4	5.16667	4.5	5.54545	3.625	2.625	3.91667	5.5			3.75	6.08333	6.45455	3.9			3.8	4.5
"be"	"west"	"EU member state"	2010	16	104	21111	"ECOLO"	4.8	5.3	2010	8.55	"green"	"not in government"	6		2.5	3.230769	1.07692	6.75		4.5833335			6.5			6.0833335	6.3636365	2.2857144	2.1428571	2	1.53846	5.33333	2.22222	4.625	1.6	7.08333	2.27273	5	1.18182	6.27273	2.27273	2.5	1	6.63636	2	6.81818	3.875	2.875	1.08333	9.41667			5.75	4.5	6.54545	4.125			1.4	7.55556
"be"	"west"	"EU member state"	2010	16	105	21112	"Groen"	4.38	3.3	2010	4.9	"green"	"not in government"	6.1999998		2.6	3.2	1.06667	6.7142859		4.2857141			6.1999998			5.9285712	6.1538463	2.2857144	2.3333333	1.5333333	1.92308	5.23077	2	4.625	1.81818	6.91667	2.18182	5.09091	.909091	6.54545	2.54545	2.54545	1.41667	6.58333	2.25	6.72727	3.5	3.375	1.08333	9.75			4.5	4.83333	7	3.6			1.6	7.2
"be"	"west"	"EU member state"	2010	16	106	21425	"MR"	9.28	12	2010	9.74	"liberal"	"in government"	6.6666665		2.428571	3.307692	1	6.3333335		6.8333335			6.375			6.6666665	4.909091	7	7.6153851	4.3571429	7.41667	8.07692	7.125	5.57143	6.63636	4.83333	5.45455	5.90909	3.36364	4.27273	2.27273	2.63636	5.66667	5.83333	5.83333	5.90909	4.625	2.375	6.91667	4.16667			6.08333	5.33333	3.81818	3.22222			4.7	5.22222
"be"	"west"	"EU member state"	2010	16	107	21421	"VLD"	8.64	8.7	2010	12.75	"liberal"	"in government"	6.6666665		2.6	3.466667	1	6.6428571		6.8571429			5.9000001			6.7857141	5	6.9285712	7.6000004	3.1999998	8.38461	8.46154	7	5.75	6.2	4.83333	5.09091	5.54545	1.90909	5	1.54545	2.81818	6.58333	5.66667	6.08333	5.54545	4	1.625	6.66667	4.08333			3.75	6.25	4.18182	2.8			5.5	4.3
"be"	"west"	"EU member state"	2010	16	108	21522	"CDH"	5.52	6	2010	4.99	"christdem"	"in government"	6.5714288		2.428571	3.307692	1	6.5454545		6.0833335			6.5			6.6666665	4.909091	4.5	4	5.2857141	4.61538	5.66667	4.25	4.14286	3.36364	6.16667	4.45455	4.3	4.18182	4.90909	5.45455	4.45455	3	6	3.91667	5.81818	5.625	2.75	5.54545	4.63636			6.16667	5.33333	4.90909	3.22222			3.2	5.33333
"be"	"west"	"EU member state"	2010	16	109	21521	"CD&V"	10.85	11.3	2010	14.43	"christdem"	"in government"	6.7333331		2.866667	3.333333	1	6.6923075		6.1428571			6.1999998			6.7857141	4.4615383	5.7857141	5.4000001	6.5999999	4.92308	5.53846	5.33333	3.75	4.18182	5.91667	5.18182	5.09091	5.81818	5.36364	7.09091	5.45455	5.58333	5	6.16667	5.54545	6.5	3.5	5.5	4.33333			2.83333	7.58333	3.72727	3.1			5.1	4.2
"be"	"west"	"EU member state"	2010	16	110	21915	"NVA"	17.4	18	2010	6.13	"regionalist"	"not in government"	5.3333335		2.4	3.466667	1.46667	5.75		6.0833335			5.0999999			6.2307692	2.3846154	7.5714283	7.8000002	7.8666668	8.07692	6.16667	7	5	6.3	4.58333	7.18182	6.36364	6.27273	4.36364	4.7	2.90909	7.91667	6.41667	8.58333	6.54545	5.25	2.125	7.09091	3.5			1.66667	9.91667	4.125	2.8			7	5.3
"be"	"west"	"EU member state"	2010	16	112	21914	"VB"	7.76	8	2010	9.85	"rad right"	"not in government"	2.5999999		2.266667	3.666667	2.46667	4.25		4.1666665			3.125			4.0769229	"strongly opposes"	9.8571424	7.9333334	9.6000004	8	4.58333	7.42857	3.28571	6.11111	4.25	9.18182	9.36364	9	6.36364	4.6	4	10	9.75	9.90909	9.63636	5.75	1.875	7.66667	2.83333			1.66667	9.83333	5.5	2.6			9.1	8.8
"be"	"west"	"EU member state"	2010	16	115		"FN"	.51	0	2010	1.33	"rad right"	"not in government"	2.6153846		2.142857	4.142857	2.64286	4.8333335		6.4545455			"neutral towards the EU's cohesion policy"			4.5	1.5384616	9.2142859	8.454545	9.666667	8.66667	3	7.25	2	6.6	3.4	9.77778	9.66667	8.88889	7	4.28571	3.71429	10	10	9.8	9.6	4.5	.833333	7.16667	3.42857			7.4	2.5	5	2.85714			10	10
"be"	"west"	"EU member state"	2010	16	117		"LDD"	2.31	.7	2010	4.51	"no family"	"not in government"	3.5		2.5	3.833333	2.2	6		5			6.1999998			5.8333335	5.8000002	8.4285717	8.8666668	5.0666666	9.38461	8.41667	8.33333	6.25	8.4	6.27273	8.66667	8.1	4.18182	4.36364	1	2.5	8.66667	6.41667	9	7	4.57143	1.71429	7.75	3.75			2.27273	7.90909	4.66667	2.3			8.44444	5.9
"be"	"west"	"EU member state"	2010	16	118		"SLP"	.1	0	2010	.4	"liberal"	"not in government"	5.25		2.538461	4.714286	2.53333	4.8571429		2.1111112			5.3333335			3.1111112	5.5714288	2.7692308	2.3846154	1.909091	2.44444	4.5	3.33333	3.33333	2.42857	5.88889	2.71429	5	1.55556	6.875	1.28571	2.375	2.66667	5.625	3.33333	5.14286	3.83333	1.8	3.375	5.75			3.22222	6.875	4.5	3.5			2.57143	6
"be"	"west"	"EU member state"	2010	16	119		"PVDA"	.14	0	2010	.61	"rad left"	"not in government"	2.3846154		1.846154	3.5	2.86667	4.2857141		3.8333333			5			3.8571429	"strongly opposes"	.28571427	.20000005	2.2727273	.181818	8	.166667	5.66667	.111111	9	1.71429	5.66667	1.57143	4.42857	1.25	2.25	.3	6.75	1.875	6.33333	4.16667	2.66667	4.625	5.33333			6.14286	2.75	7.83333	4.375			1.85714	6.66667
"dk"	"west"	"EU member state"	1999	7	201	13320	"SD"	35.9	35.2	1998	16.5	"socialist"	"in government"	5.1428571	"pro European integration"	2.444444	5		"neutral towards expanding EP powers"	3.7142856		6.4285712		5.1428571	6.5714288	5.3333335	5.1428571		3.8571429	3.4285715	"center"																														
"dk"	"west"	"EU member state"	1999	7	202	13410	"RV"	3.9	3.9	1998	9.1	"liberal"	"in government"	5.5714288	"pro European integration"	2.666667	2.857143		4.7142859	4.1428571		5.7142859		5.2857141	6.5714288	5.5	5.1428571		"center"	5.2857141	3.4000001																														
"dk"	"west"	"EU member state"	1999	7	203	13620	"KF"	8.9	8.9	1998	8.5	"cons"	"not in government"	6	"pro European integration"	2.888889	2.857143		4.8571429	4.5		4.8333335		5.1428571	6	5.6666665	5.8571429		7.1428571	7.2857141	6																														
"dk"	"west"	"EU member state"	1999	7	204	13330	"CD"	4.3	4.5	1998	3.5	"liberal"	"not in government"	"strongly in favor"	"pro European integration"	3.428571	.357143		6.7142859	5.7142859		6		6.1428571	6.5714288	5.8333335	5.8571429		5.5714288	5.2857141	6.1999998																														
"dk"	"west"	"EU member state"	1999	7	206	13230	"SF"	7.6	7.3	1998	7.1	"rad left"	"not in government"	2.5714285	"anti European integration"	3.238095	4.642858		2.4285715	2.2857144		4.1666665		3.7142856	5.4285712	3.6666667	2.5714285		2.2857144	2.1428571	2.5999999																														
"dk"	"west"	"EU member state"	1999	7	210	13520	"KRF"	2.4	2.2	1998	2	"protestant"	"not in government"	4.7142859	"pro European integration"	2.095238	3.928571		"neutral towards expanding EP powers"	3.1428571		4.6666665		5	6	5.1666665	4.7142859		5.4285712	5.7142859	5.4000001																														
"dk"	"west"	"EU member state"	1999	7	211	13420	"V"	24	23.5	1998	23.4	"liberal"	"not in government"	"strongly in favor"	"pro European integration"	3.809524	1.428571		6.1428571	5.2857141		4.8333335		5.5714288	6.1428571	5.8333335	6.4285712		7.1428571	7.7142859	5.5999999																														
"dk"	"west"	"EU member state"	1999	7	212	13951	"FP"	2.4	2.2	1998	.7	"rad right"	"not in government"	1.4285715	"anti European integration"	3.238095	.357143		1.8571428	1.2857143		1.7142857		2	1.7142857	1.3333334	1.2857143		9.2857141	8.8571424	7.5999999																														
"dk"	"west"	"EU member state"	1999	7	213	13229	"EL"	2.7	2.8	1998		"rad left"	"not in government"	1.1428572	"anti European integration"	3.619047	0		1.5714285	"strongly opposes tax harmonization"		2.3333333		1.8333334	3	2.5	1.1428572		1	1	2.3333333																														
"dk"	"west"	"EU member state"	1999	7	215	13720	"DF"	7.4	7.3	1998	5.8	"rad right"	"not in government"	1.4285715	"anti European integration"	3.428571	0		1.5714285	1.1428572		1.6666666		1.4285715	1.5714285	1.3333334	1.2857143		8.8571424	7.2857141	8																														
"dk"	"west"	"EU member state"	1999	7	216		"JuniB"			1998	16.1	"no family"	"not in government"	1.4285715	"anti European integration"	4	0		1.7142857	"strongly opposes tax harmonization"		1.2857143		1.7142857	2.2857144	1.8333334	1.1428572		2	2	3																														
"dk"	"west"	"EU member state"	1999	7	217		"FolkB"			1998	7.3	"no family"	"not in government"	"strongly opposed"	"anti European integration"	4	0		"strongly opposes expanding EP powers"	"strongly opposes tax harmonization"		1.2857143		1.2857143	2.1428571	1.8333334	"strongly opposes a common foreign and security policy"		1	1	3																														
"dk"	"west"	"EU member state"	2002	13	201	13320	"SD"	29.1	29.1	2001	16.5	"socialist"	"not in government"	5.77	"pro European integration"	3.15	5.044445		4.54		5	6.09	4.33	5.3	6.25	5.17	5.5		4	3.69	4.38																														
"dk"	"west"	"EU member state"	2002	13	202	13410	"RV"	5.2	5	2001	9.1	"liberal"	"not in government"	5.77	"pro European integration"	3.23	2.822222		5		5.08	5	3.92	5	6.42	5.85	5		5.08	5.31	2.54																														
"dk"	"west"	"EU member state"	2002	13	203	13620	"KF"	9.1	8.9	2001	8.5	"cons"	"in government"	5.54	"pro European integration"	3	2.222222		4.46		5.33	4.27	4.83	4.3	4.83	4.75	5.5		7	6.85	7.23																														
"dk"	"west"	"EU member state"	2002	13	206	13230	"SF"	6.4	6.7	2001	7.1	"rad left"	"not in government"	2.92	"anti European integration"	3.08	4.7		3.15		2.54	3.82	2.83	4.2	6	5.33	2.67		2.31	2	2.15																														
"dk"	"west"	"EU member state"	2002	13	211	13420	"V"	31.3	31.2	2001	23.4	"liberal"	"in government"	6.62	"pro European integration"	3.77	2.222222		5		6	4.64	5.31	5	5.08	5.15	6.25		7.38	7.85	4.85																														
"dk"	"west"	"EU member state"	2002	13	215	13720	"DF"	12.4	12.3	2001	5.8	"rad right"	"not in government"	1.62	"anti European integration"	3	1.577778		1.46		2.69	1.9	3.92	2	3.67	1.331	2.08		8.85	6.08	8.92																														
"dk"	"west"	"EU member state"	2006	9	201	13320	"SD"	25.8	26.3	2005	32.6	"socialist"	"not in government"	5.78	"pro European integration"	2.22	3		4.13		5			5.14			5.83	3.88	4.11	3.63	4.13	3	6.2	5	4	3.2	7.2	6	4.8	3.6	3.25	2	3.75	6.6	6.5	6.6		2.33	2.75			5.25	5	5.5	3			5	4.75	5.75	6
"dk"	"west"	"EU member state"	2006	9	202	13410	"RV"	9.2	9.5	2005	6.4	"liberal"	"not in government"	6.67	"pro European integration"	2.56	1.44		4.75		6.25			5.29			5.86	5.5	4.78	5.75	2	6	7	7.4	6.4	5.8	4.8	2.2	7.6	1.2	6	1.6	4.25	2.4	8.75	2.8		1.67	2.75			1.5	7	4.5	3.25			4	6	2.75	8
"dk"	"west"	"EU member state"	2006	9	203	13620	"KF"	10.3	10.1	2005	11.3	"cons"	"in government"	6.22	"pro European integration"	2.33	1.67		4.25		6.63			5			5.86	3.75	7.11	7.5	6.75	6.8	7.2	7.6	6.6	7	5.2	8	6.8	5.2	4.5	3.2	4.25	7.6	7.5	8		3.33	1.25			6.75	6	6.25	2.25			7.25	4.75	6	6.5
"dk"	"west"	"EU member state"	2006	9	206	13230	"SF"	6	6.1	2005	7.9	"rad left"	"not in government"	3.78	"neutral"	2.33	4.11		3.88		3.38			4.29			3.71	4.63	2.33	2.25	2.13	1.8	6.2	3.4	4	2.4	7.8	2.2	6.8	1.4	6	1.4	4.24	2	7.75	2.8		3.67	1.25			3.75	4.25	4.5	4.5			1.75	7.5	2.75	7.25
"dk"	"west"	"EU member state"	2006	9	211	13420	"V"	29	29.1	2005	19.4	"liberal"	"in government"	6.11	"pro European integration"	2.33	1.67		4.13		6.5			5.29			5.43	3.75	7.22	6.63	4.88	4.8	6.6	7.6	5.8	5.8	4.8	6	5.4	2.8	4	2	4.24	7.6	7.75	6.8		4.75	3.25			5.25	4.25	4.5	4.5			7.25	4.75	5.5	6.5
"dk"	"west"	"EU member state"	2006	9	213	13229	"EL"	3.4	3.4	2005		"rad left"	"not in government"	2.11	"anti European integration"	2.67	2.22		2.38		2.13			3.43			2.29	4.5	1	1.13	1.63	1	5.8	1.8	3.2	.6	8.6	1.6	7	1	6.25	2	4.5	1	7.75	1.4		2	1.25			3.5	4.75	4.5	4.75			.75	8.25	2.25	7.75
"dk"	"west"	"EU member state"	2006	9	215	13720	"DF"	13.2	13.4	2005	6.8	"rad right"	"not in government"	2.33	"anti European integration"	2.56	1.67		2.25		3			2.71			2.29	1.75	7.67	4.75	7.63	3.4	6.2	5.8	3.6	3.8	6.2	8.8	7.4	6.4	5.25	4.8	5.75	9.2	9.75	9.6		4.33	1.25			9.25	7.75	6.5	2			6.75	4.5	8	9.25
"dk"	"west"	"EU member state"	2006	9	216		"JuniB"			2005	9.1	"no family"	"not in government"	1.22	"anti European integration"	4	.67		2.13		2.14			2.86			1.57	3.29	3.17	2.83	4.75	3.5	3	3.75	2.5	3.5	3	3.25	2.25	4	2.75	3	2.75	4	2.75	3.75		4	1.25			6.25	7.75	4.25	3.25			4	4	4.75	3.5
"dk"	"west"	"EU member state"	2006	9	217		"FolkB"			2005	5.2	"no family"	"not in government"	1.11	"anti European integration"	4	.78		2.63		2			2.86			1.57	3.13	2.67	2.67	4.75	3.5	3	3.75	2.5	3.5	3	3.25	2.25	4	2.75	3	2.75	4	2.75	3.75		4	1.25			6.5	7.25	4.25	3.25			4	4	4.75	3.5
"dk"	"west"	"EU member state"	2010	11	201	13320	"SD"	25.5	25.1	2007	21.49	"socialist"	"not in government"	5.909091		2.272727	4.2	1	5.6666665		5.4545455			5.25			5.5999999	4.6999998	4.181818	3.818182	"center"	3	7.81818	4.5	4.66667	3.18182	6.81818	5.5	5.4	3.8	4.11111	3.125	3.1	6.36364	5.81818	6.18182	6.36364	3.63636	3.36364	4.36364	4.81818			5.625	3.375	3.8	5.7			5.54545	5.90909
"dk"	"west"	"EU member state"	2010	11	202	13410	"RV"	5.1	5	2007	4.27	"liberal"	"not in government"	6.818182		3.090909	2.1	1	6.1111112		6.4545455			5.5			5.4000001	5.7272725	5.181818	6.3636365	1.5	6.18182	7.36364	6.63636	5	5.09091	5.90909	2.5	7.5	1.9	7	1.5	2.33333	2.18182	8.18182	2.09091	8.27273	2.72727	3.36364	3	6.6			4.625	4.125	4.1	5.9			2.18182	7.63636
"dk"	"west"	"EU member state"	2010	11	203	13620	"KF"	10.4	10.1	2007	12.69	"cons"	"in government"	5.909091		2	3.5	1.18182	5.5555553		6.4545455			5.25			4.9000001	3.7777777	7.545455	7.818182	6.6999998	8.09091	8.36364	7.5	5.22222	6.45455	5.90909	8.3	7.3	6	5	4.25	4.6	7.72727	6.72727	7.45455	6.72727	3.45455	3.3	6.81818	4.5			5.625	3.125	3	6.6			6.9	6.36364
"dk"	"west"	"EU member state"	2010	11	206	13230	"SF"	13	12.8	2007	15.87	"rad left"	"not in government"	4.5454545		2.090909	6.7	1.54545	5.375		3.7272727			5			3.5	4.9000001	2.8181818	2.2727273	2.4000001	2	7.63636	2.90909	4.77778	2.72727	7.27273	3.1	6.4	2.1	6.1	1.625	2.77778	3.72727	6.81818	3.09091	7.18182	3.18182	3.09091	2.18182	7.45455			4.5	4.625	5.4	5.8			2.54545	7.27273
